Species,Subject,Date,Time,Phase,Block,Trial,ConfigID,Correct1,Correct2,Correct3,Response1,Response2,Response3,RT1,RT2,RT3,ACC1,ACC2,ACC3,Score,Score2,Condition
Human,EZ_06,2017-09-26,13:40:37,Exp,4,12,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,627,538,622,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:40:43,Exp,4,13,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,829,642,800,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:40:48,Exp,4,14,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1088,401,646,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:40:53,Exp,4,15,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,543,404,674,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:41:00,Exp,4,16,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,638,1031,1016,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:41:05,Exp,4,17,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,678,403,709,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:41:10,Exp,4,18,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,576,473,625,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:41:15,Exp,4,19,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,644,404,589,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:41:20,Exp,4,20,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,642,457,572,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:41:25,Exp,4,21,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,490,627,780,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:41:31,Exp,4,22,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,472,918,584,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:41:35,Exp,4,23,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,474,405,694,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:41:40,Exp,4,24,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,419,398,859,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:41:51,Exp,4,25,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,778,403,625,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:41:57,Exp,4,26,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,828,527,673,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:42:01,Exp,4,27,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,540,400,629,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:42:07,Exp,4,28,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,987,814,1056,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:42:13,Exp,4,29,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,812,816,625,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:42:18,Exp,4,30,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,626,697,525,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:42:23,Exp,4,31,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,404,455,642,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:42:28,Exp,4,32,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,475,402,590,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:42:33,Exp,4,33,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,457,406,610,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:42:38,Exp,4,34,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,693,423,676,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:42:44,Exp,4,35,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,538,401,2551,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:42:49,Exp,4,36,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,472,397,883,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:42:55,Exp,4,37,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,747,403,1016,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:43:02,Exp,4,38,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,743,1568,831,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:43:07,Exp,4,39,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,561,401,1022,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:43:13,Exp,4,40,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,608,402,845,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:43:18,Exp,4,41,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,405,440,1704,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:43:24,Exp,4,42,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,714,404,627,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:43:31,Exp,4,43,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,475,1034,2329,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:43:35,Exp,4,44,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,605,448,607,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:43:40,Exp,4,45,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,437,403,868,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:43:45,Exp,4,46,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,725,470,541,1,1,1,1,0,PROBE
Human,EZ_06,2017-09-26,13:43:50,Exp,4,47,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,457,407,694,1,1,1,1,0,BASE
Human,EZ_06,2017-09-26,13:43:55,Exp,4,48,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,437,422,743,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:30:25,Exp,1,1,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,5002,392,668,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:30:30,Exp,1,2,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,1058,398,615,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:30:35,Exp,1,3,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,419,401,701,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:30:41,Exp,1,4,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,687,1294,685,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:30:52,Exp,1,5,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,2921,392,622,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:30:56,Exp,1,6,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,494,400,623,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:31:02,Exp,1,7,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,710,403,1008,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:31:07,Exp,1,8,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,533,473,874,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:31:12,Exp,1,9,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,1324,399,564,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:31:18,Exp,1,10,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1997,395,565,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:31:23,Exp,1,11,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,1176,560,670,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:31:28,Exp,1,12,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,643,400,800,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:31:33,Exp,1,13,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,476,416,483,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:31:38,Exp,1,14,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,649,393,567,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:31:43,Exp,1,15,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1001,399,950,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:31:48,Exp,1,16,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,1286,402,730,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:31:54,Exp,1,17,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,1060,648,527,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:31:58,Exp,1,18,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,436,404,576,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:32:04,Exp,1,19,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1638,483,566,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:32:09,Exp,1,20,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,521,399,525,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:32:14,Exp,1,21,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,605,400,851,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:32:19,Exp,1,22,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,728,403,1010,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:32:26,Exp,1,23,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1028,692,2547,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:32:33,Exp,1,24,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,832,1355,925,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:32:38,Exp,1,25,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,794,404,741,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:32:43,Exp,1,26,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,837,631,566,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:32:49,Exp,1,27,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,1077,743,737,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:32:54,Exp,1,28,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,815,605,671,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:33:00,Exp,1,29,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,1070,1148,704,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:33:08,Exp,1,30,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,968,401,1092,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:33:12,Exp,1,31,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,670,394,463,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:33:17,Exp,1,32,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,768,396,722,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:33:22,Exp,1,33,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,445,391,523,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:33:27,Exp,1,34,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,501,849,732,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:33:34,Exp,1,35,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,1204,890,1191,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:33:45,Exp,1,36,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1543,394,634,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:33:49,Exp,1,37,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,742,400,571,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:33:54,Exp,1,38,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,401,402,683,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:33:59,Exp,1,39,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,404,404,706,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:34:04,Exp,1,40,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,726,644,415,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:34:09,Exp,1,41,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,420,399,534,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:34:15,Exp,1,42,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,1348,550,1287,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:34:22,Exp,1,43,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,620,467,820,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:34:27,Exp,1,44,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,395,838,619,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:34:31,Exp,1,45,11,TopRight,BottomRight,BottomLeft,TopRight,TopRight,NA,573,534,NA,1,0,NA,0,0,BASE
Human,EZ_09,2017-10-05,10:34:38,Exp,1,46,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,802,392,617,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:34:46,Exp,1,47,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,1215,682,722,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:34:50,Exp,1,48,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,670,726,502,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:34:57,Exp,2,1,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,777,606,975,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:35:02,Exp,2,2,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1099,420,540,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:35:08,Exp,2,3,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,810,483,682,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:35:21,Exp,2,4,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,8036,801,599,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:35:27,Exp,2,5,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1282,528,709,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:35:34,Exp,2,6,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,998,777,2024,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:35:40,Exp,2,7,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,895,458,544,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:35:45,Exp,2,8,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,535,394,979,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:35:51,Exp,2,9,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,540,588,1383,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:35:58,Exp,2,10,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,2144,652,1023,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:36:04,Exp,2,11,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,935,892,787,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:36:10,Exp,2,12,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1253,1013,849,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:36:15,Exp,2,13,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,639,436,536,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:36:22,Exp,2,14,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,669,1616,1971,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:36:28,Exp,2,15,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,1430,1062,810,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:36:36,Exp,2,16,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1189,916,1091,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:36:42,Exp,2,17,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,885,760,1398,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:36:48,Exp,2,18,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,1130,883,718,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:36:54,Exp,2,19,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,721,649,1604,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:36:59,Exp,2,20,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,909,393,701,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:37:08,Exp,2,21,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,856,426,667,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:37:15,Exp,2,22,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,2165,532,799,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:37:20,Exp,2,23,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,772,848,510,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:37:26,Exp,2,24,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,793,397,1324,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:37:31,Exp,2,25,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,703,747,462,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:37:41,Exp,2,26,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,601,401,4565,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:37:47,Exp,2,27,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,589,540,740,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:37:52,Exp,2,28,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,874,482,576,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:38:01,Exp,2,29,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,705,401,475,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:38:29,Exp,2,30,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,7418,394,2125,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:38:35,Exp,2,31,4,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,TopRight,1332,475,757,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:38:40,Exp,2,32,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,874,418,459,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:39:17,Exp,2,33,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,10124,403,650,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:39:22,Exp,2,34,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,1005,493,767,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:39:27,Exp,2,35,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,828,407,686,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:39:33,Exp,2,36,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,416,404,654,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:39:39,Exp,2,37,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,642,394,713,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:39:44,Exp,2,38,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,568,444,515,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:39:50,Exp,2,39,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1081,399,521,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:39:56,Exp,2,40,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,954,566,505,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:40:01,Exp,2,41,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,897,563,410,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:40:06,Exp,2,42,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,762,404,411,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:40:15,Exp,2,43,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,2881,539,665,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:40:28,Exp,2,44,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,672,393,1215,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:40:33,Exp,2,45,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,1619,392,621,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:40:39,Exp,2,46,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,555,673,563,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:40:43,Exp,2,47,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,400,402,736,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:40:48,Exp,2,48,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,400,398,613,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:40:53,Exp,3,1,12,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,886,400,500,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:41:01,Exp,3,2,22,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,4137,474,834,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:41:08,Exp,3,3,19,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,473,614,629,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:41:15,Exp,3,4,5,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,BottomLeft,678,399,617,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:41:22,Exp,3,5,9,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,687,397,952,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:41:28,Exp,3,6,0,TopLeft,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,846,726,1484,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:41:33,Exp,3,7,2,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,461,524,562,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:41:40,Exp,3,8,8,TopRight,BottomLeft,TopLeft,TopRight,BottomLeft,TopLeft,1077,1125,564,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:41:47,Exp,3,9,10,TopRight,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,572,1973,447,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:41:52,Exp,3,10,14,BottomLeft,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,1067,845,598,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:41:58,Exp,3,11,21,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,BottomLeft,486,438,1017,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:42:03,Exp,3,12,13,BottomLeft,TopLeft,BottomRight,BottomLeft,TopLeft,BottomRight,820,405,743,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:42:08,Exp,3,13,17,BottomLeft,BottomRight,TopRight,BottomLeft,BottomRight,TopRight,985,726,598,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:42:12,Exp,3,14,20,BottomRight,TopRight,TopLeft,BottomRight,TopRight,TopLeft,479,394,527,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:42:17,Exp,3,15,1,TopLeft,TopRight,BottomRight,TopLeft,TopRight,BottomRight,549,399,621,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:42:22,Exp,3,16,16,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,TopLeft,744,406,560,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:42:27,Exp,3,17,23,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,1049,397,515,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:42:31,Exp,3,18,6,TopRight,TopLeft,BottomLeft,TopRight,TopLeft,BottomLeft,406,404,620,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:42:36,Exp,3,19,11,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,BottomLeft,414,401,614,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:42:45,Exp,3,20,18,BottomRight,TopLeft,TopRight,BottomRight,TopLeft,TopRight,1079,391,683,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:43:19,Exp,3,21,15,BottomLeft,TopRight,BottomRight,BottomLeft,TopRight,BottomRight,29951,393,619,1,1,1,1,0,PROBE
Human,EZ_09,2017-10-05,10:43:25,Exp,3,22,7,TopRight,TopLeft,BottomRight,TopRight,TopLeft,BottomRight,1060,404,2152,1,1,1,1,0,BASE
Human,EZ_09,2017-10-05,10:43:32,Exp,3,23,3,TopLeft,BottomLeft,BottomRight,TopLeft,BottomLeft,BottomRight,774,400,625,1,1,1,1,0,BASE
